Label,ROI_number,x,y,z,VOL,Frontal_L,Frontal_R,Parietal_L,Parietal_R,Occipital_L,Occipital_R,Temporal_L,Temporal_R,Insula_L,Insula_R,Subcortical_L,Subcortical_R
7Networks_RH_Limbic_TempPole_3,164,25.2537313432836,-11.4253731343284,-31.3917910447761,536,0,0,0,0,0,0,0,0.777985074626866,0,0,0,0.0167910447761194
7Networks_RH_Cont_Par_1,165,62.0508083140878,-37.4826789838337,37.2424942263279,433,0,0,0,0.905311778290993,0,0,0,0,0,0,0,0
7Networks_RH_Cont_Par_2,166,52.7609756097561,-41.7073170731707,48.2292682926829,410,0,0,0,0.95609756097561,0,0,0,0,0,0,0,0
7Networks_RH_Cont_Par_3,167,37.5555555555556,-62.8571428571429,47.3121693121693,756,0,0,0,0.981481481481482,0,0,0,0,0,0,0,0
7Networks_RH_Cont_Temp_1,168,62.5949535192563,-41.9070385126162,-11.4316069057105,753,0,0,0,0,0,0,0,0.970783532536521,0,0,0,0
7Networks_RH_Cont_PFCv_1,169,34,21.0082644628099,-8.38842975206612,242,0,0.252066115702479,0,0,0,0,0,0,0,0.508264462809917,0,0.00413223140495868
7Networks_RH_Cont_PFCl_1,170,35.3204868154158,46.3590263691684,-12.5131845841785,986,0,0.946247464503043,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_PFCl_2,171,29.5778894472362,58.2261306532663,4.88944723618091,796,0,0.861809045226131,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_PFCl_3,172,43.3091976516634,44.9412915851272,10.4716242661448,1022,0,0.907045009784736,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_PFCl_4,173,45.3751152073733,22.8663594470046,25.9705069124424,1085,0,0.901382488479263,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_PFCl_5,174,29.7273612463486,48.1324245374878,27.1178188899708,1027,0,0.932814021421616,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_PFCl_6,175,40.6294642857143,32.9553571428571,37.2455357142857,448,0,0.966517857142857,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_PFCl_7,176,42.1305530371714,14.2792384406165,48.9682683590209,1103,0,0.943789664551224,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_pCun_1,177,14.3723849372385,-69.6359832635983,36.3556485355649,478,0,0,0,0.912133891213389,0,0.0251046025104603,0,0,0,0,0,0
7Networks_RH_Cont_Cing_1,178,5.21176470588235,-25.5176470588235,30.5647058823529,340,0,0.0647058823529412,0.0176470588235294,0.738235294117647,0,0,0,0,0,0,0,0
7Networks_RH_Cont_Cing_2,179,4.78095238095238,3.55238095238095,29.6380952380952,210,0,0.723809523809524,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_PFCmp_1,180,7.19811320754717,30.4276729559748,27.937106918239,636,0.00314465408805031,0.893081761006289,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Cont_PFCmp_2,181,7.85436893203884,25.5800970873786,54.7378640776699,824,0,0.962378640776699,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Default_Par_1,182,47.1251580278129,-69.527180783818,27.865992414665,791,0,0,0,0.924146649810367,0,0,0,0,0,0,0,0
7Networks_RH_Default_Par_2,183,54.4210526315789,-50.0514619883041,28.3111111111111,855,0,0,0,0.96374269005848,0,0,0,0.00116959064327485,0,0,0,0
7Networks_RH_Default_Par_3,184,50.9288824383164,-58.6502177068215,44.2931785195936,689,0,0,0,0.925979680696662,0,0,0,0,0,0,0,0
7Networks_RH_Default_Temp_1,185,47.0878186968839,12.7497639282342,-29.5014164305949,1059,0,0,0,0,0,0,0,0.933899905571294,0,0,0,0
7Networks_RH_Default_Temp_2,186,60.7125220458554,-13.1252204585538,-20.9541446208113,1134,0,0,0,0,0,0,0,0.977954144620811,0,0,0,0
7Networks_RH_Default_Temp_3,187,54.7640449438202,-6.30898876404494,-9.85393258426966,712,0,0,0,0,0,0,0,0.980337078651685,0,0,0,0
7Networks_RH_Default_Temp_4,188,62.390756302521,-26.6428571428571,-5.44957983193277,476,0,0,0,0,0,0,0,0.997899159663866,0,0,0,0
7Networks_RH_Default_Temp_5,189,52.2236559139785,-31.3032258064516,1.54408602150538,465,0,0,0,0,0,0,0,0.96989247311828,0,0,0,0
7Networks_RH_Default_PFCv_1,190,50.9261744966443,27.8485139022052,0.0210930009587728,1043,0,0.949185043144775,0,0,0,0,0,0.000958772770853308,0,0.0105465004793864,0,0
7Networks_RH_Default_PFCdPFCm_1,191,4.91405460060667,36.3862487360971,-14.0303336703741,989,0.0455005055611729,0.879676440849343,0,0,0,0,0,0,0,0,0,0.00505561172901921
7Networks_RH_Default_PFCdPFCm_2,192,7.88832487309645,41.9323181049069,4.03384094754653,591,0.027072758037225,0.812182741116751,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Default_PFCdPFCm_3,193,6,29.0526315789474,14.9298245614035,114,0,0.62280701754386,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Default_PFCdPFCm_4,194,8.97648686030429,57.4578146611342,18.8326417704011,1446,0.000691562932226833,0.952973720608575,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Default_PFCdPFCm_5,195,15.1446945337621,46.1243301178993,43.6613076098607,933,0,0.907824222936763,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Default_PFCdPFCm_6,196,28.3277467411546,29.8510242085661,42.927374301676,537,0,0.873370577281192,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Default_PFCdPFCm_7,197,23.457264957265,24.3119658119658,52.7136752136752,468,0,0.927350427350427,0,0,0,0,0,0,0,0,0,0
7Networks_RH_Default_pCunPCC_1,198,12.8471074380165,-54.5495867768595,15.0165289256198,484,0,0,0,0.946280991735537,0,0.012396694214876,0,0,0,0,0,0
7Networks_RH_Default_pCunPCC_2,199,6.5952380952381,-48.8073593073593,30.4415584415584,924,0,0,0.0194805194805195,0.965367965367965,0,0,0,0,0,0,0,0
7Networks_RH_Default_pCunPCC_3,200,6.54035087719298,-58.1614035087719,44.2666666666667,570,0,0,0.00175438596491228,0.968421052631579,0,0,0,0,0,0,0,0
HIP-rh,201,27.1907692307692,-22.1815384615385,-14.1384615384615,650,0,0,0,0.00461538461538462,0,0,0,0.106153846153846,0,0,0,0.789230769230769
AMY-rh,202,24.1657142857143,-3.74857142857143,-18.6628571428571,350,0,0,0,0,0,0,0,0.214285714285714,0,0,0,0.76
pTHA-rh,203,15.405684754522,-26.9147286821705,2.81136950904393,387,0,0,0,0.00516795865633075,0,0,0,0,0,0,0,0.677002583979328
aTHA-rh,204,9.9815668202765,-14.6082949308756,8.64285714285714,868,0,0,0,0,0,0,0,0,0,0,0,0.838709677419355
NAc-rh,205,12.7378640776699,14.2718446601942,-5.10679611650486,206,0,0,0,0,0,0,0,0,0,0,0,0.883495145631068
GP-rh,206,20.1212121212121,-3.81818181818182,-1.6969696969697,198,0,0,0,0,0,0,0,0,0,0,0,0.792929292929293
PUT-rh,207,26.7861915367483,0.44097995545657,0.835189309576838,898,0,0,0,0,0,0,0,0,0,0,0,0.787305122494432
CAU-rh,208,13.9172413793103,10.7264367816092,10.0091954022989,435,0,0,0,0,0,0,0,0,0,0,0,0.88735632183908
HIP-lh,209,-25.1907692307692,-22.1815384615385,-14.1384615384615,650,0,0,0.00307692307692308,0,0,0,0.0584615384615385,0,0,0,0.809230769230769,0
AMY-lh,210,-22.1657142857143,-3.74857142857143,-18.6628571428571,350,0,0,0,0,0,0,0.28,0,0,0,0.657142857142857,0
pTHA-lh,211,-13.405684754522,-26.9147286821705,2.81136950904393,387,0,0,0,0,0,0,0,0,0,0,0.912144702842377,0
aTHA-lh,212,-7.9815668202765,-14.6082949308756,8.64285714285714,868,0,0,0,0,0,0,0,0,0,0,0.872119815668203,0
NAc-lh,213,-10.7378640776699,14.2718446601942,-5.10679611650486,206,0,0,0,0,0,0,0,0,0,0,0.912621359223301,0
GP-lh,214,-18.1212121212121,-3.81818181818182,-1.6969696969697,198,0,0,0,0,0,0,0,0,0,0,0.929292929292929,0
PUT-lh,215,-24.7861915367483,0.44097995545657,0.835189309576838,898,0,0,0,0,0,0,0,0,0,0,0.869710467706013,0
CAU-lh,216,-11.9172413793103,10.7264367816092,10.0091954022989,435,0,0,0,0,0,0,0,0,0,0,0.96551724137931,0
