x,y,value
0.1,0.1,0.9999999891289874
0.1,0.17991967871485942,0.9999998587862335
0.1,0.25983935742971886,0.999997892287757
0.1,0.33975903614457825,0.999980006443999
0.1,0.41967871485943775,0.9998780400725006
0.1,0.49959839357429714,0.9820784420493492
0.1,0.5795180722891565,0.9707443310005358
0.1,0.659437751004016,0.9676526696300746
0.1,0.7393574297188754,0.9502348404591808
0.1,0.8192771084337348,0.9485625009768305
0.1,0.8991967871485943,0.9205283640813862
0.1,0.9791164658634537,0.9085972493830341
0.1,1.0590361445783132,0.8530447359171401
0.1,1.1389558232931727,0.8310600109077136
0.1,1.2188755020080322,0.769196542956464
0.1,1.2987951807228915,0.7548645473172935
0.1,1.378714859437751,0.752551676094886
0.1,1.4586345381526105,0.757580643455589
0.1,1.5385542168674697,0.7292464587498083
0.1,1.6184738955823292,0.7274183969824152
0.1,1.6983935742971887,0.7007107627628555
0.1,1.778313253012048,0.6696779565913908
0.1,1.8582329317269075,0.6236982725729827
0.1,1.938152610441767,0.6055638879863384
0.1,2.0180722891566263,0.595644931656817
0.1,2.0979919678714856,0.5783450138479944
0.1,2.1779116465863453,0.5552156452831246
0.1,2.2578313253012046,0.5462553576938897
0.1,2.3377510040160643,0.5336429591006756
0.1,2.4176706827309236,0.5307112930982015
0.1,2.497590361445783,0.5202546642134932
0.1,2.5775100401606426,0.5072246829907043
0.1,2.657429718875502,0.5025206237488449
0.1,2.737349397590361,0.4971114066208013
0.1,2.817269076305221,0.4938541887992769
0.1,2.89718875502008,0.489845923355755
0.1,2.9771084337349394,0.4814390737274708
0.1,3.057028112449799,0.4696849207961715
0.1,3.1369477911646584,0.45748555139062314
0.1,3.2168674698795177,0.45060774074096327
0.1,3.2967871485943774,0.44063593613178104
0.1,3.3767068273092367,0.42805853580048475
0.1,3.456626506024096,0.40289103863215925
0.1,3.5365461847389557,0.3964976749757756
0.1,3.616465863453815,0.39785656171050565
0.1,3.696385542168674,0.3957226345351463
0.1,3.776305220883534,0.3643100490912468
0.1,3.856224899598393,0.35396172518488395
0.1,3.9361445783132525,0.3410042810518232
0.1,4.016064257028112,0.3347110426467971
0.1,4.0959839357429715,0.33105064035454085
0.1,4.17590361445783,0.3273225151953852
0.1,4.25582329317269,0.32188136755091407
0.1,4.33574297188755,0.31940636225032665
0.1,4.415662650602409,0.3169471344707356
0.1,4.495582329317268,0.31323320944727245
0.1,4.575502008032128,0.30828547222507724
0.1,4.655421686746987,0.30252169548587304
0.1,4.735341365461847,0.2940800558346703
0.1,4.815261044176706,0.29117626924450896
0.1,4.895180722891565,0.2886729710523995
0.1,4.975100401606425,0.2863186256536276
0.1,5.055020080321285,0.2837202534350547
0.1,5.134939759036143,0.28062910624787574
0.1,5.214859437751003,0.27797857927321207
0.1,5.294779116465863,0.2754562245902454
0.1,5.374698795180722,0.27289776065478866
0.1,5.454618473895581,0.2698836797917532
0.1,5.534538152610441,0.26731478829836336
0.1,5.6144578313253,0.26507176810432626
0.1,5.69437751004016,0.2630273170030761
0.1,5.774297188755019,0.27782721234711566
0.1,5.854216867469878,0.2755303397383055
0.1,5.934136546184738,0.27009831579784244
0.1,6.014056224899598,0.2670949118688141
0.1,6.0939759036144565,0.2657595153156492
0.1,6.173895582329316,0.2647428347624992
0.1,6.253815261044176,0.2637497731505049
