x,y,value
0.1,0.1,0.9999999966704565
0.1,0.23355704697986576,0.9999996599906971
0.1,0.3671140939597315,0.9999297319761192
0.1,0.5006711409395973,0.9830264992035074
0.1,0.634228187919463,0.9696105515829448
0.1,0.7677852348993287,0.9498690403240887
0.1,0.9013422818791945,0.9211413982272553
0.1,1.0348993288590604,0.8715325531333251
0.1,1.1684563758389261,0.8200796785844313
0.1,1.3020134228187918,0.7603838756730364
0.1,1.4355704697986575,0.7585541793923576
0.1,1.5691275167785235,0.7323421559356992
0.1,1.7026845637583892,0.7049388397980708
0.1,1.8362416107382549,0.6483845727353575
0.1,1.9697986577181208,0.6140120942488709
0.1,2.1033557046979863,0.5896776546215593
0.1,2.236912751677852,0.5591353919323715
0.1,2.370469798657718,0.5415913734964574
0.1,2.5040268456375836,0.5235762162947637
0.1,2.6375838926174495,0.51044700848953
0.1,2.771140939597315,0.5022170075428489
0.1,2.904697986577181,0.4945035426303573
0.1,3.038255033557047,0.48652044536153377
0.1,3.1718120805369123,0.470975558642639
0.1,3.3053691275167782,0.4451090921893254
0.1,3.438926174496644,0.4195933047948801
0.1,3.5724832214765097,0.4107038799111148
0.1,3.7060402684563756,0.40265877791831606
0.1,3.8395973154362415,0.37060503206421946
0.1,3.973154362416107,0.3524821818910459
0.1,4.106711409395972,0.34335348108936425
0.1,4.240268456375838,0.33834679614802055
0.1,4.373825503355704,0.3333524244835951
0.1,4.50738255033557,0.3277847619657132
0.1,4.640939597315436,0.31862529193208416
0.1,4.774496644295301,0.3105029303702374
0.1,4.908053691275167,0.30432830254129806
0.1,5.041610738255033,0.2992398739108634
0.1,5.1751677852348985,0.29432468756440416
0.1,5.308724832214764,0.28857374111866835
0.1,5.4422818791946295,0.28357616095337385
0.1,5.575838926174495,0.2789460728893951
0.1,5.709395973154361,0.2758842866225663
0.1,5.842953020134227,0.2843201624656037
0.1,5.976510067114093,0.2773801375297378
0.1,6.110067114093959,0.2732639359413268
0.1,6.243624161073824,0.2700546775267337
